,water_kirch,prediction_kirch
14,"Alicia Rickter (born September 21, 1972) is an American actress. She is known for her work in the television series Buffy the Vampire Slayer, for which she received a Golden Globe nomination for Best Supporting Actress in a Comedy Series in 1999. She has also appeared in numerous films including The Devil W",False
15,"Oscar Moore (23 March 1960 – 12 May 2006) was an English footballer who played as a right half.

Moore made his debut for Derby County in the League Cup against Bolton Wanderers on 5 September 1978. He was part of the Derby County squad that won the FA Cup in 1981.",True
16,"HaeIII is one of many restriction enzyme inhibitors that have been developed as a means for treating various diseases, including diabetes, cardiovascular disease, cancer, and obesity. The most commonly used inhibitors are theophylline (HaeIII-A), phenylbutazone (HaeIII",False
17,"Eleanor Wong Siew Yin (born 6 February 1, 1959) is a Singaporean politician who was a Member of Parliament for the constituency of Pasir Ris-Punggol GRC from 2011 to 2019. She is the wife of Minister for Social and Family Development Desmond Lee.

",False
18,"Commissioner John Aiken Carleton (21 May 1859 – 30 September 1919) was a British colonial administrator who was the first commissioner of the East African Protectorate (1918–1919).

Early life
Aiken Carleton was born in London, England, on 21 May 18",True
19,"Gary Patrick Waddock ( ; born 17 January 1982) is an English former footballer who played as a central defender.

Born in Manchester, Waddock joined Manchester United's academy at the age of ten and made his senior debut on 16 February 2005, coming on as a substitute for the last",False
20,"Rødkleiva is a hill located in Nordmarka, Skåne County, Sweden.  It is the highest mountain in Skåne County.  Its summit is  above sea level.  The mountain has a length of, a width of, and a height of.  It is the",False
21,"The Mohaka river is on the North Island  I think I've been there
I've heard of this place before! I'll check it out.
You should! I've been there twice and I've been to some of the best places in NZ!",True
22,Tolerable daily intake (TDI) refers to t1d patients’ ability to tolerate their normal daily caloric intake without significant adverse effects. A TDI of ≥20% is considered to be an “excess” and is considered to be an indication for the initiation of therapy. The,True
23,A whiskey thief is a tool that is used touse to get alcohol from a bottle. The bottle is opened and the whisky is poured into the glass. The bottle is then closed and the whisky is poured into the glass again. The bottle is then opened and the whisky is poured into the glass again,True
24,"The Buchan Bakers was an amateur basketbasket team based in Edinburgh. It was founded by John Buchan in 1881. The team played in the Edinburgh League.

Buchan Bakers played in the Edinburgh League from 1881 to 1894.

Buchan B",False
25,"Xu Jing (, 1927 – 15 October 2005) was a Chinese-born American painter who was a pioneer of the abstract expressionist style. Her work has been exhibited in the United States, England, and China.

Biography
Xu Jing was born in 1927 in China to a wealthy family.",False
26,"Currency war, also known as competitive ~~trade~~ currency devaluation, is the practice of a country devaluing its currency by increasing the value of the currency against another currency.                      ",False
27,"Sebastiane is a 1976 Latin-language Brit-comedy film written by Michael J. Pollard and directed by Michael J. Pollard, which was based on the French play of the same name by the French playwright Jean Genet. The film was released in the United States by Columbia",True
28,"A self bow or simple bow is a bow made f...

A self bow or simple bow is a bow made from wood, leather, or metal. It is often used by archers to practice their skills and for hunting and sport. The bow has no string, and it is used with the",True
29,"Sam Poo (died 19 December 1865) was an Etonian and British soldier who was the first British soldier to die in the American Civil War.

Poo was a private in the Royal Inniskilling Fusiliers and was killed by the Confederate States of America during the American Civil War",False
30,"The Podilsko–Vyhurivska line  formerly t1 to the city center (Pobeda), now t1 to the city center (Pobeda), now t1 to the city center (Pobeda), now t1 to the city center (Pobeda), now t1 to",True
31,"Jean Suey Zee Lew (née Lee; July 21, 191…

Jean Suey Zee Lew (née Lee; July 21, 191…

Jean Suey Zee Lew (née Lee; July 21, 191…

Jean Suey Zee Lew (née Lee;",False
32,"Earle O. Latham (1908–1999) was born in  Augusta County, Virginia, U.S.A. to Lathrop and Lula (Buck) Latham. Latham moved to the area from the city of Richmond, Virginia in 1910. Latham attended the Richmond School and graduated from",True
33,"
Year 898 (DCCCXCVIII) was a common year starting on Wednesday (link will display the full calendar) of the Julian calendar.

Events
By place

 Asia
 China – Emperor Taizong (r. 894–902) abdicates, and is succeeded by his son",False
34,"The Busan Gudeok Stadium (; Hanja: 釜山九德運賃空) is a multi-use stadium in Busan, South Korea.  It is currently used mostly for football matches and is the home ground of Busan I-League club Gudeok FC. It is the home",False
35,"In micro-sociology, interactionism is a  theory of the way people behave towards others. The theory was formulated by the French sociologist Jean-Paul Sartre in the 1950s.

Interactionists believe that the way people behave towards others is the result of their interaction with the",True
36,"Estelle Liebling (April 21, 1880 – Septe 19, 1959) was an American painter who was a member of the Chicago School and the Chicago School of Design.

Biography

Born in Chicago, Illinois, Liebling studied painting at the Art Institute of Chicago from 1903 to 1904.",False
37,"Kristina från Duvemåla (""Kristina from Düsseldorf"") har kontakt med en annan kvinna som har kontakt med en annan kvinna som har kontakt med en annan kvinna som har kontakt",False
38,"Corcoran is a city in Kings County, Cali.

Corcoran is the name of the following places:
Corcoran, Arizona, a city in Cochise County, Arizona
Corcoran, California, a city in Kings County, California
Corcoran, Florida,",False
39,"A  goldsmith banker was a businessperson who was a master of the art of the barter system, a system by which a merchant would trade his goods for the services of a skilled artisan who would make the goods for the merchant. The barter system was used by the merchant to get",True
40,"David Greig was the supermarket (initials) manager at the store I worked at when I was 16, and he was the only guy I ever knew who was a regular at the store. He was the only guy I ever knew who was a regular at the store I worked at when",True
41,"Unplugged...and Seated is a live album rammed full of live music, featuring many of the best names in contemporary British rock. Recorded at the legendary London Town Hall in February 2000, the album features a wealth of classic material including some of the band’s biggest hits including ‘L",True
42,"The genus Dendragapus  contains two closers and one more basal species, Dendragapus kunzii. Dendragapus kunzii is found in the Himalayan mountain range (the Himalayan Alps, Himalayan Subalpine Mountains, Himalayan Sub",True
43,Halima's Path  is 2012 Bosnian-Croatian-Serbian-Turkish-Russian-Greek-Ukrainian-Hungarian-Russian-Turkish-Serbian-Turkish-Russian-Turkish-Serbian-Turkish-Russian-Turkish-Russian-Turkish-Russian-Turkish-Russian-Turkish-,False
44,"Molly Erdman (born 1974) is an American  writer, illustrator, and designer who has created a number of children's books, including The Story of the Wizard of Oz, The Story of the Wizard of Oz, and The Story of the Wizard of Oz. Her work has been published by The",False
45,"Stirling Lines is a British Army garriso, a divisional formation of the Royal Artillery. The divisional formation was created in 1914 by the amalgamation of the Royal Artillery Regiments of Scotland and England and the Royal Artillery Regiments of Ireland and Wales. The divisional formation",True
46,Volodymyr Polishchuk  is a retired Sovie who was a member of the KGB. He was the chief of the Soviet secret police from 1980-1989. He was the chief of the secret police from 1980-1989. He was the chief of the secret police from 1980-1989. He was,False
47,"Želivského  is a station on Line A of thé Prague Metro. The station opened in December 2011.

References",False
48,"Dog Man Star is the second album by Amerika. The album was released on March 21, 2009, by BMG. The album features guest appearances by American rappers Lil Wayne and Lil B. The album debuted at number three on the Billboard 200 chart, selling 10,000 copies in its first",True
49,"Hedjkheperre Setepenre Shoshenq IV was a prince of the Kingdom of Shoshenq IV (modern-day Ethiopia). He was the son of Shoshenq IV and the younger brother of Shoshenq IV's wife, Setepenre Shoshenq I.
",False
50,"Patty Loveless (born Patricia Lee Ramey; November 13, 1950) is an American singer-songwriter and guitarist. She has sold over 20 million records worldwide, and has been inducted into the Country Music Hall of Fame and the Grand Ole Opry.

Loveless has released",False
51,"Laxmi Narayan Singh (16 October 1944 - 5 August 2018) was an Indian politician who was the first elected member of the Uttar Pradesh Legislative Assembly from the Jat community. He was the son of the Jat leader and former chief minister of Uttar Pradesh, Rajendra Singh. Laxmi was",True
52,"The Bendidia was an ancient Athenian fesitval that celebrated the city's anniversary. The event was a major event for the city, and it was the only fesitval that celebrated the city's anniversary for the first time. The event was a major event for the city, and",True
53,Moovalur Ramamirtham  (1883–1962) was a  Tamil poet and lyricist who was a disciple of the legendary poet Nalayiram. He was the son of the poet Nalayiram. He was the author of the popular song 'Nalayiram' in the language,True
54,"Thiania is a genus of jumping spiders fo the family Theridiidae. It contains the single species, Thiania kohdei, found in the United States.

See also
 List of Theridiidae species (A–Z)

References",False
55,"A philatelic cover is an envelope preparatory to the shipment of mail, containing information about the contents of the envelope. The envelope is often used by a philatelic seller to package a package for shipment, and is often used by a philatelic buyer to package the package for shipment",True
56,"Friedrich Wilhelm Kuhnert (September 18, 1844 – December 14, 1918) was an Austrian painter, illustrator and author.

Biography
Kuhnert was born in Vienna, the son of a painter. He studied at the Vienna Academy of Fine Arts, graduating in",False
57,"Pennsylvania Route 3 (PA 3) is a state hwy in the U.S. state of Pennsylvania. It runs from its eastern terminus, the junction of PA 619 (Harrison Street) and PA 8 (Harrison Street) in Harrisburg, through the city of Hershey, and",False
58,"Hazard's Pavilion was a large auditorium, with a stage, orchestra pit, and a balcony. The stage was a circular stage, with the audience in the lower half and the orchestra pit in the upper half.

Hazard's Pavilion was the first stage in the world to have",True
59,"John Henry Walker (1831–1899), a pioneer of the railroad industry, served as the first president of the Southern Pacific Railroad in 1871.  In 1874 he was elected to the United States Senate, serving until 1881.  In 1874 he was elected to the United States House of",False
60,"Tallgrass Beef Company is a Kansas-based beef and beef products distributor. We have been in business since 1995 and have been a leader in the beef industry for over 15 years. We have over 1,000 customers in more than 50 states and we are constantly looking for new opportunities to expand our",False
61,"Jeff LeBlanc (born February 9, 1986) is  a Canadian professional ice hockey player who is currently playing with the Hamilton Bulldogs of the Ontario Hockey League (OHL). He also played in the National Hockey League (NHL) with the Boston Bruins, Tampa Bay Lightning, and the Calgary Flames. Le",False
62,"Petty Enterprises (formerly Lee Petty Ensemble) was an American jazz ensemble founded in the mid-1950s by trumpeter Lee Petty. The ensemble was led by Petty's son, Lee Petty Jr., and featured many of the original members of the original band of the same name.
",True
63,"Arthur James McLarney (December 20, 1908 – January 10, 1982) was an American politician who was a member of the Democratic Party who was the first mayor of the city of Chicago from 1951 to 1955.

Born in Chicago, Illinois, McLarney graduated from the University of Chicago",False
64,"Mark Gregor Strang Donaldson,  (born 2 February 1946) is a British actor, best known for playing the role of the Doctor in the BBC television series Doctor Who. He has appeared in numerous other television series, including The Bill, The Avengers, The Bill, The Avengers: The Final",False
65,Developmental psychology is the scientifical study of the brain and behaviour and the study of the brain and behaviour and the study of the brain and behaviour and the study of the brain and behaviour and the study of the brain and behaviour and the study of the brain and behaviour and the study,True
66,"The Kansas City Ballet (KCB) is an AmeriCorps corps de ballet, a company of dancers who have completed a yearlong commitment to performing in the Kansas City area. The dancers are paid for their performances by the Kansas City Ballet and by the AmeriCorps corps de ballet, as",False
67,"Gerald David ""Lorenzo"" Music (May 2, 193...
Gerald David ""Lorenzo"" Music, 78, of East Alton, died Tuesday, Jan. 31, 2017, at his home.
Start the conversation, or Read more at Daily Journal.",False
68,"The Kerala massacre (no connection to thalassaemia)

I’ve been reading a lot about the Kerala massacre, the worst single massacre in the history of the world. It’s been a week now, and I’ve been reading about it for",True
69,"Ra Meliga, also known as Melaga or Melega, is the name of a village in the District of Nenek, Bursa Province, Turkey. It is  away from the city of Nenek, and  from the city of Nenek, Bursa Province.",False
70,"Waterford city is situated in south east of Ireland. It is the capital city of County Waterford. It is the only city in Ireland which has the name of a river. The city is the site of the River Lee, which originates from the River Shannon in County Limerick.",True
71,"Ultratumbita (real name unrevealed) is a 19-year-old who was arrested for allegedly stealing a pair of sneakers from the store in the city of Nueva Ecija.

The suspect was caught on CCTV stealing the sneakers from the store in the city of Nueva",True
72,"""Starless"" is a composition by English piano composer John Newton, originally published in 1794. It is the only Newton composition that does not feature a single piano, and was published as a suite for the harpsichord. The suite has been called a ""romantic symphony"".",True
73,"The caper story is a subgenre of the detritivore genre.

Detritivores are the creatures that eat dead things, and they’re very good at it. The problem is that they’re very good at it, and it’s very hard for",True
74,"Snake 'n' Bacon is a comic book series crossovers the world of Spider-Man and the world of Venom. The series was created by writer Dan Slott, artist Dan Mora, and colorist Dan Didio, who were all on the writing staff for the Spider-Man: Into",True
75,"Leslie ""Les"" Merritt is a Republican pol who was elected to the Florida House of Representatives in 2012. He represents the 17th District of the State of Florida.

Merritt's campaign website includes the following statement:

“I’ve been a Republican for the",False
76,"Burning Bush  is a 2013 three-part Austr...

A burning bush is a symbol of the destruction of the ancient world by the Roman Empire and later by the Islamic world. It is the symbol of the destruction of the ancient world by the Roman Empire and later by the Islamic world. It",False
77,The Heinkel HeS 011 or Heinkel-Hirth 109A or 109B was the first aircraft built by the Heidelberg-Hirth Aviation Company. It was the first aircraft built by the Heidelberg-Hirth Aviation Company. It was the first aircraft built by the Heidelberg-H,False
78,"Heather Levi is an American anthropologi

Heather Levi is an American anthropologist and author who specializes in the study of the history of the modern world. She has written over 20 books, including The History of the Modern World: A Reader (2006).

Biography
",True
79,"Acanthogonatus peniasco is a mygalomorph of the genus Anomalocaris of the family Anomalocaridae. It is found in the Caribbean Sea from the Bahamas to the Virgin Islands, in the Caribbean Sea from the Bahamas to the Virgin Islands, in the Caribbean Sea from the Bahamas",False
80,"Halfrek or Hallie is a recurring fiction character in the fantasy novels by American writer Robert A. Heinlein.

Halfrek is the name of a half-breed half-human half-dragon half-human half-dragon half-dragon half-dragon half-dragon half-",False
81,"Vitamin E is a group of eight water-solu...

Vitamin E is a group of eight water-soluble vitamins that play a major role in the health of the skin, mucous membranes, eyes, and bones. The vitamin plays a role in the development of skin cancer by increasing",False
82,Global aphasia is a severe form of aphasia characterized by the loss of the ability to communicate by the brain. The loss of language ability in aphasia is often due to a loss of the ability to communicate by the brain. The loss of language ability in aphasia is often due,True
83,"George William Humphrey  FRSC (17 July 1123 – 17 August 1779) was an English-born British military commander who was the first British general to serve as a military governor of the French colony of Madagascar.

Humphrey was born in London in 1713, the son of",True
84,"Henry Havelock Oxley (January 4, 1858 –  September 18, 1937) was an American politician.

Born in New York City, Oxley attended the private schools of the East Side, then attended the College of the Holy Cross, graduating in 1881. He then entered the United States Army",False
85,"In Greek mythology, the name Henioche (; ) was a female god who was the daughter of Zeus and Hera. She was the wife of Zeus, who had two children by Hera. The god was also called Hestia, Hera's daughter. Her husband, Zeus, had two children by",True
86,"On January 12, 2010, three people were kiled by an unidentified man in an apparent hate crime. The victim was a 17-year-old black male who was a student at the school. The victim was not the intended target of the crime. The victim was not the intended target of the",True
87,"Republic Square is an urban park in down town Dallas, Texas. It is the site of the Republic Square Mall and the Republic Square Theatre.

History

Republic Square Mall and Theatre

Republic Square Mall and Theatre was constructed in 1976 by the Dallas County Commissioners. The mall was",True
88,"Alexey Grigoryevich Rodin (Russian: Александр Григориевич Григорин; born December 5, 1962) is a Russian painter and sculptor. He has been a member of",False
89,"Geneviève Janssen-Pevtschin (24 February 1894 – 1 November 1976), nicknamed ""Peg"", was a French gymnast who competed in the 1912 Summer Olympics.

Janssen-Pevtschin was born in Paris. She won the gold medal in the all-around",False
90,"The Awareness Course is the education pratice that we provide to help you learn the fundamentals of the world of marketing. It is the foundation that helps you develop the skills needed to create your own business. The course covers a broad spectrum of marketing concepts. It covers topics from sales,",True
91,"The Kuchon Pavilion is an historic strucure built in the 1930s by the Russian architect Alexander Kuchonov, and it is now the site of the Russian State Opera and Ballet Theatre.

The pavilion was designed to house the Russian State Opera and Ballet Theatre,",True
92,"""Tongues"" is a song by American indie roo band, The 1975. It was released as the third single from their second album, The 1975 (2017). The song was written by the band's frontman, Matty Healy, and produced by Healy. The song was released as the",True
93,"The Pakistan Statistical Society Acronym

The Pakistan Statistical Society (PSS) is the official accreditation body for the Statistical profession in Pakistan. It was founded in 1947 by the Pakistan Statistical Commission. The PSS was the first accreditation body for the Statistical profession in Pakistan.",False
94,"Nelson ""Jack"" Edwards (1917–1974) was Viennese-born American jazz pianist who was a member of the Miles Davis Quintet from 1957 to 1962. He was the only pianist to play with the group in all seven years of its existence, and he was the only pianist to",True
95,"The Sadler 29 is a popular British racin bike. I have not seen the exact model you're talking about, but I've ridden a lot of the Sadler 29's and I've never had a problem with the seat. I've been riding them since 2012. I've been riding them",True
96,"An elder or progenitor race, in science   I think I've been playing this game for too long
I'm pretty sure they're just the ones who've survived the worst of the world's events. They've also survived the worst of the world's events. They've also survived the",True
97,"Epoxy value derives from the Epoxy equiv. to the epoxy equivalent (equivalent of the epoxy equivalent of the resin). For example, epoxy equivalent (equivalent of the epoxy equivalent of the resin) of an epoxy resin having an epoxy content of 12.5",True
98,"Gillian Norris (born 29 December 1978) i a British singer, songwriter and actress. She is the daughter of the band The Stone Roses and has been a member of the band since the band's formation in 1993. She has written songs for the band including the hit single ""I'm a",True
99,The '90s on 9 (or just The '90s) was a dud. I don't think I've ever been so bored by a show. I don't think I've ever been so annoyed by a show. I don't think I've ever been so disgusted by a show. I don't think I've,True
100,"Wakanoyama Hiroshi (born May 12, 1972 as Hiroshi Takada) is a Japanese actor.

Biography
Takada was born in Osaka, Japan. He has appeared in many films including The Girl With the Dragon Tattoo, The Passion of the Christ, and The Passion of",False
101,"Bamboo is a collection of non-fiction wo...

Award-winning author and illustrator

Bamboo is a collection of non-fiction stories about the world’s most fascinating creatures. The stories are beautifully illustrated and beautifully written by award-winning author and illustrator
",True
102,"""Something Beautiful"" is a song co-writtend by American singer-songwriter and actress Christina Aguilera and British singer-songwriter and producer Mark Ronson, released as the third single from Aguilera's fifth studio album, The Fame (2011). It was released as the album",False
103,"Panayot Ivanov Hitov  (November 11, 1830 – December 1, 1891) was a Bulgarian military commander who was the first Bulgarian general to serve as a military commander in the Balkan Wars.

Biography

Early life
Ivanov was born in the village of Panay",False
104,"Florian Krampe (born 1980) is a German/Slovenian artist. His work has been exhibited in Berlin, London, Paris, New York and Tokyo. His work has been included in a number of group exhibitions, including the Venice Biennale, the Tate Modern in London and the Tate Modern",False
105,"Elizabeth K. Scott (née Warfel, born Feb. 17, 1891) was an American politician who was a member of the Missouri House of Representatives from the 8th District from 1919 to 1919.

Biography
Elizabeth Warfel was born in St. Louis County, Missouri, to",True
106,"Matvei Fyodorovich Shkiryatov (Russian: татар Мария Франции; born March 17, 1956) is a Russian politician and a member of the Liberal Democratic Party of Russia. He has been a Member of the D",False
107,"Screeb  is a small village in the county of Cornwall, England, situated on the east bank of the River Tamar about  west of the county town of Plymouth. Screeb is the site of the Screeb School, the largest school in the county. The village has a population",True
108,"Barry Whitfield (born 10 April 1954) is  a British former footballer who played as a right half.

Career
Whitfield made over 200 appearances for his local club, Grimsby Town, before moving to Grimsby Town in 1976. He made his debut on 21 August 1976",True
109,"Jay Bernstein (June 7, 1937 – April 21,  2009) was a Canadian jazz singer who was a member of the original lineup of the Canadian Jazz Orchestra.

Biography

Born in Toronto, Ontario, Bernstein grew up listening to jazz music and was influenced by the likes of Louis Armstrong,",True
110,"In economics, the Edgeworth conjecture i.e. the conjecture that the marginal utility function of an individual is equal to the sum of his marginal utility function multiplied by the sum of his marginal utility function multiplied by the sum of his marginal utility function multiplied by the sum of his marginal utility function",False
111,"""Diggin' on You"" is a song by American r&b singer Janet Jackson. The song was released as the third single from Janet's album Janet on March 21, 1993. It was the third single from Janet's album Janet on March 21, 1993. It was released as the third single from Janet",True
112,"Fendall Hall, also known as the Young–DeWitt House, is a historic home located in Fendall, Mecklenburg County, North Carolina. The house was built in 1875, and is a two-story, three bay, brick building with a side gable roof and",False
113,"The Tapajós (also called Suyá and Trans-Páramo) are a mountain range in the Andes of the Argentinean highlands. The mountain range has a length of, a width of, and a height of. The mountain range is the easternmost part of the Cordillera",False
114,"The family Caenolestidae contains the septacat and its relatives, the leptacat and its relatives, the leptacat and its relatives, and the leptacat and its relatives, and the leptacat and its relatives, and the leptac",False
115,"This Is Forever is the second full-lengthed album by the American band The War on Drugs. It was released on March 21, 2009, through Matador Records. The album features guest appearances by members of the band The War on Drugs and by the band The War on Drugs and by the",True
116,"Alburnus belvica. the Prespa bleak, is a different species.
Thank you so much! I've been trying to find one for years now. I've been trying to find one of those that have the dark purple tips, but I've been having a hard time. I've been trying to",True
117,Lauren Cohan (born ) is a British-Americana singer-songwriter and actress. She is the lead singer of the band The War on Drugs and has also been a member of the indie band The War on Drugs since 2008. Her music has been compared to that of the alternative rock band the,True
118,"Reheated is the twelfth album by Canned  Ice Cream. It was released on March 21, 2009, through Canned Ice Cream Records and was the band's third album since their return from hiatus. The album features guest appearances by members of the band The War on Drugs and The War on Drugs",True
119,"The Suárez River, originally Saravita, i.e. the River of the Suárez, is the main river of the Iberian Peninsula. Its basin covers about, and its length is about  and its width is about. The river rises at the easternmost part of the I",True
120,"Jessie Mae Robinson (née Booker, October 18, 1891 – January 24, 1971) was an American singer who was a member of the Dixie Girls.

Biography

Early life
Jessie Mae Robinson was born October 18, 1891 in Louisville, Kentucky. ",False
121,"Andaz  is a 1971 Indian Bollywood film dutifully directed by Satyajit Ray. It is the first film to have the word ""India"" in its title and it is the only film to have the word ""India"" in its title and it is the only film to have the",False
122,"Karen Kohanowich is a retired U.S. Naval intelligence officer who worked for the Central Intelligence Agency and the Office of the Director of National Intelligence. She has written for the New York Times, the Washington Post, the Los Angeles Times and the Chicago Tribune. She has appeared as a guest on CNN,",False
123,"Komchén is a community in the Mérida Municipality of Yucatan in the Yucatan Peninsula of Mexico. It is the site of the Komchén Dam, which is the largest hydroelectric power plant in the world. It is the site of the Komchén Dam reservoir",False
124,"The Naranjo de Bulnes (known as Picu de Ângelo in Portuguese) is a mountain in the municipality of Porto, Portugal. It is the highest mountain in the municipality.

See also
List of mountains in Portugal

References",False
125,"Bei Bei ( ; Chinese: t , s , p Bèibèi) i , i , i , i , i , i , i , i , i , i , i , i , i , i , i , i , i ,",False
126,"Armstrong Field was a baseball park loca...

Arnold Field was a baseball park located in the Northside area of Detroit, Michigan, United States. The park was the home of the Detroit Tigers from 1912 to 1934, and the Detroit Bears from 1936 to 1951. The park",True
127,"Henry ""Hank"" A. Crumpton (born 1957) is  the chairman of the board of the National Association of Black Journalists (NABJ). He was elected NABJ chairman in 2014.

Biography
Crumpton was born in 1957 in Detroit, Michigan, and grew up in Detroit,",False
128,The Daytona 100 was a USAC Championship                                                   ,False
129,"Richard Paull Septimus Burt (23 Septembe 1794 – 14 Oct 1857), nicknamed the ""King of the North"" for his military exploits in the War of 1812, was a British military commander who was the first British general to lead an army to victory in the American War of Independence",True
130,"Archaeopteryx, sometimes referred to by its scientific name as the ""bird of prey"". It was the first animal ever discovered to have feathers. It was the only animal ever discovered to have feathers. It was the only animal ever discovered to have feathers. It was the only animal ever discovered",True
131,"William Rashleigh (7 March 1867 – 13 Dec 1941) was an English cricketer. Rashleigh was a right-handed batsman who bowled right-arm fast-medium. He was born at London, England and died at London, England.

Rashleigh made his debut",False
132,"""(Rap) Superstar"" is a single by America. The song was released as the third single from America's third studio album, The American Dream (1998). The song was released as the album's third single on August 31, 1998, and reached number three on the Billboard Hot 100.

",True
133,"Nadezhda Andreevna Udaltsova  (, 29 Decembrie 1934 —, 20 December 2018) was a Soviet and Russian writer and translator, best known for her work in the genre of children's literature.

Biography

Early life
Udaltsova was born in Niz",False
134,"The Woman's Tribune was an American newsweekly publication. It was founded by the Chicago Tribune and became part of the Chicago Tribune Publishing Co. on March 1, 1894. The publication was published from 1894 to 1920.

The Woman's Tribune was an American newsweekly publication.",True
135,"Hannity is an American conservative teleprompter operator who's never actually been a conservative.
You don't have to be a conservative to have a conservative opinion.   Hannity has always been a conservative.
Hannity has always been a conservative?    I don",True
136,"With physical damage or disease suffered by the user?
Physical damage. I don't think I've ever been hit by a disease. I've been hit by physical damage. I've been hit by physical damage. I've been hit by physical damage. I've been hit by",True
137,"The name Gustav was used for five tropicallights in the 19th century: the name for the first night of a solar eclipse, the name for the first night of a lunar eclipse, the name for the first night of a solar eclipse, the name for the first night of a lunar",True
138,"John Carl Maynard, (born 8 
May 1969, in London, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England, England,",False
139,"Rye is a seaside town in Greater Victoriandestined to be the perfect getaway for the wealthy. It's the kind of place where people go to get away from the city, and it's the kind of place where people go to get away from each other. The wealthy don't",True
140,"Silas Boxley Mason II (October 22, 1879  – September 17, 1937) was an American politician who was a member of the Missouri House of Representatives for the 7th District from 1919 to 1927. He served as the county judge of Jackson County from 1927 to 1936.

Biography

",True
141,"Jaafar Muhammad an-Nimeiry (otherwise spelt Abu-Nimeiry) was an Egyptian politician who was the Minister of Foreign Affairs of Egypt from 18 January to 15 October 1952, when he was succeeded by Ahmed Naguib.

Biography

Early life
Jaafar",False
142,"Ernest Tomlinson MBE (19 September 1924  ) was a British Labour Party politician. He was the Member of Parliament for the constituency of Stretford and Urmston from 1950 to 1974.

Biography

Early life
Ernest Tomlinson was born in London on",False
143,The Langley Events Centre is a  register to play facility that allows you to play for free for a year. I think it's a great way for people to get their feet wet and get a taste for the sport. I've been playing for a few years now and I've been playing,True
144,"Endicott Peabody (February 15, 1920 – Deceased) was an American politician who was a member of the New York State Assembly from the 16th District from 1957 to 1962.

Biography
Peabody was born in Endicott, New York in 1920, and graduated from",False
145,The Kiamichi slimy salamander (Plethodon kiamichi) is the only salamander in the world that has been known to produce and eat the mucus from the skin of a human. The slime-eating salamander has been observed by a variety of researchers for the last 40,True
146,"Richard Serra (born November 2, 1938) is an American actor, best known for playing the title character in the 1970s television series, The Untouchables. He has appeared in numerous films including The French Connection (1984), The Godfather (1972), The Godfather Part II (1974),",False
147,"Floor Games is a book published in 1985  by the American publishing house Harper & Row. It is about the history of the floor games industry.

References",False
148,"The Tethysaurinae are a subfamily of mosasaurs, a group of early reptile ancestors. The family has been split into three groups: the Tethysauridae, the Dermochelysidae, and the Dermochelysinae. The Dermochelysinae",False
